i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop
日本,7636,恶魔人,7.9,1987,飯田つとむ,"动画,恐怖,奇幻",51,日本,174,3249685,https://movie.douban.com/subject/3249685/,http://www.imdb.com/title/tt0264530,7477,,
美国,7637,Kevin,7.9,2010,Shannon Hartman,,,美国,173,5258869,https://movie.douban.com/subject/5258869/,http://www.imdb.com/title/tt1714196,13851,,
俄罗斯,7638,Rain,7.9,2007,Ivan Maksimov,短片,,俄罗斯,172,2281018,https://movie.douban.com/subject/2281018/,,13437,,
美国,7639,911：生命的坠落,7.9,2006,Henry Singer,纪录片,,美国,171,1868833,https://movie.douban.com/subject/1868833/,http://www.imdb.com/title/tt0810746,5137,,
西班牙,7640,伴随贝多芬起舞,7.9,2016,Arantxa Aguirre,"纪录片,音乐,歌舞",80,西班牙 / 瑞士 Switzerland,171,27043916,https://movie.douban.com/subject/27043916/,http://www.imdb.com/title/tt6194934,11480,,
法国,7641,费里尼：我是说谎者,7.9,2002,Damian Pettigrew,"纪录片,传记",,法国 / 意大利 / 英国,171,1307877,https://movie.douban.com/subject/1307877/,http://www.imdb.com/title/tt0314062,12903,,
美国,7642,回头是岸,7.9,1956,罗伯特·怀斯,"剧情,传记,运动",113,美国,171,1293606,https://movie.douban.com/subject/1293606/,http://www.imdb.com/title/tt0049778,5095,,
美国,7643,甜蜜的负担,7.9,2014,Stephanie Soechtig,纪录片,,美国,170,25785112,https://movie.douban.com/subject/25785112/,http://www.imdb.com/title/tt2381335,4746,,
日本,7644,鬼物酱,7.9,2015,コヤマシゲト,"动画,短片",,日本,169,26356168,https://movie.douban.com/subject/26356168/,,7616,,
波兰,7645,腳的自由,7.9,1988,皮奥特·杜马拉,"动画,短片",,波兰,169,2224932,https://movie.douban.com/subject/2224932/,http://www.imdb.com/title/tt1137394,14553,,
美国,7646,路易斯安那州的故事,7.9,1948,罗伯特·弗拉哈迪,"剧情,纪录片",78,美国,169,1301085,https://movie.douban.com/subject/1301085/,http://www.imdb.com/title/tt0040550,12163,,
中国大陆,7647,没有完成的喜剧,7.9,1957,吕班,,79,中国大陆,169,2382434,https://movie.douban.com/subject/2382434/,http://www.imdb.com/title/tt0891361,10367,,
英国,7648,一个危险的男人：阿拉伯的劳伦斯,7.9,1992,克里斯托弗·梅诺尔,"剧情,歌舞",107,英国,168,1805885,https://movie.douban.com/subject/1805885/,http://www.imdb.com/title/tt0099356,15959,,
法国,7649,末日黄昏,7.9,2011,NoBrain,"科幻,动画,短片,奇幻",14,法国,168,6961102,https://movie.douban.com/subject/6961102/,http://www.imdb.com/title/tt1825992,12596,,
日本,7650,城市猎人：保镖密令,7.9,1996,こだま兼嗣,"剧情,动画",100,日本,167,3041895,https://movie.douban.com/subject/3041895/,http://www.imdb.com/title/tt0154338,15658,,
美国,7651,逃狱惊魂,7.9,1958,斯坦利·克雷默,"剧情,惊悚,犯罪",97,美国,166,1297121,https://movie.douban.com/subject/1297121/,http://www.imdb.com/title/tt0051525,17268,,
英国,7652,地平线系列：彻底隔离,7.9,2008,BBC,,,英国,164,4898355,https://movie.douban.com/subject/4898355/,http://www.imdb.com/title/tt1228319,9225,,
美国,7653,海岛,7.9,2013,Anthony Mandler,"爱情,科幻,短片,情色,音乐",27,美国,164,25782803,https://movie.douban.com/subject/25782803/,http://www.imdb.com/title/tt3384034,15224,,
法国,7654,晚礼服,7.9,2009,Myriam Aziza,剧情,95,法国,164,3285645,https://movie.douban.com/subject/3285645/,http://www.imdb.com/title/tt1314244,10307,,
日本,7655,怪医黑杰克：两位神秘医师,7.9,2005,手塚真,动画,133,日本,163,5215170,https://movie.douban.com/subject/5215170/,http://www.imdb.com/title/tt0471589,17002,,
Czechoslovakia,7656,油火鸡,7.9,1988,扬·斯维拉克,短片,20,Czechoslovakia,159,2068062,https://movie.douban.com/subject/2068062/,http://www.imdb.com/title/tt0096010,16651,,
日本,7657,最最杰出的夫人,7.9,1959,增村保造,"剧情,喜剧",,日本,159,2238269,https://movie.douban.com/subject/2238269/,http://www.imdb.com/title/tt0228806,10486,,
俄罗斯,7658,沉寂的往事,7.9,1994,亚历山大·索科洛夫,剧情,77,俄罗斯 / 德国,158,1307512,https://movie.douban.com/subject/1307512/,http://www.imdb.com/title/tt0108338,7890,,
香港,7659,去日苦多,7.9,1997,許鞍華、崔允信,纪录片,58,香港,158,1370243,https://movie.douban.com/subject/1370243/,http://www.imdb.com/title/tt0164356,6428,,
挪威,7660,厨房故事,7.9,2003,本特·哈默,"剧情,喜剧",95,挪威 / 瑞典,155,1441876,https://movie.douban.com/subject/1441876/,http://www.imdb.com/title/tt0323872,17275,,
苏联,7661,带小狗的女人,7.9,1960,约瑟夫·海菲茨,"剧情,爱情",83,苏联,155,2368603,https://movie.douban.com/subject/2368603/,http://www.imdb.com/title/tt0053746,11378,,
美国,7662,赌徒,7.9,1949,罗伯特·西奥德梅克,剧情,110,美国,154,1302790,https://movie.douban.com/subject/1302790/,http://www.imdb.com/title/tt0041430,14482,,
美国,7663,霹雳硬小子,7.9,1994,Jeff Pollack,"剧情,犯罪,运动",96,美国,154,1547083,https://movie.douban.com/subject/1547083/,http://www.imdb.com/title/tt0109035,16861,,
日本,7664,HKT48纪录片：尾崎支配人哭泣的夜晚,7.9,2016,指原莉乃,纪录片,119,日本,153,26268491,https://movie.douban.com/subject/26268491/,http://www.imdb.com/title/tt4818588,18517,,
美国,7665,又快又贱又失控,7.9,1997,埃罗尔·莫里斯,纪录片,80,美国,153,1308113,https://movie.douban.com/subject/1308113/,http://www.imdb.com/title/tt0119107,3293,,
捷克,7666,在阁楼上有谁今天过生日？,7.9,2009,吉利·巴塔,"动画,惊悚,家庭,奇幻",74,捷克 / Slovakia / 日本 / 法国,152,3591787,https://movie.douban.com/subject/3591787/,http://www.imdb.com/title/tt1342403,4658,,
美国,7667,埃及：永恒之路,7.9,1982,Norris Brock,"纪录片,历史",54,美国,150,1408146,https://movie.douban.com/subject/1408146/,http://www.imdb.com/title/tt0416399,6615,,
瑞典,7668,头脑简单的杀人犯,7.9,1982,Hans Alfredson,剧情,108,瑞典,150,1297614,https://movie.douban.com/subject/1297614/,http://www.imdb.com/title/tt0083888,21878,,
台湾,7669,日曜日式散步者,7.9,2015,黄亚历,"纪录片,历史",162,台湾 / 日本,147,26597842,https://movie.douban.com/subject/26597842/,http://www.imdb.com/title/tt5151568,13689,,
中国,7670,三里洞,7.9,2007,林鑫,纪录片,,中国,147,2326529,https://movie.douban.com/subject/2326529/,,3198,,
日本,7671,生在幼子,7.9,2017,三岛有纪子,剧情,127,日本,147,26814623,https://movie.douban.com/subject/26814623/,http://www.imdb.com/title/tt5797164,10370,,
香港,7672,天使之城,7.9,1999,关信辉,剧情,,香港,147,5229777,https://movie.douban.com/subject/5229777/,http://www.imdb.com/title/tt0403606,24951,,
美国,7673,无敌雷公号,7.9,1986,Gary Hudson,"动作,惊悚",90,美国,147,2302257,https://movie.douban.com/subject/2302257/,http://www.imdb.com/title/tt0090169,18760,,
匈牙利,7674,爱情电影,7.9,1970,István Szabó,剧情,123,匈牙利,146,1424622,https://movie.douban.com/subject/1424622/,http://www.imdb.com/title/tt0066429,14882,,
美国,7675,黑板丛林,7.9,1955,理查德·布鲁克斯,剧情,101,美国,146,1296004,https://movie.douban.com/subject/1296004/,http://www.imdb.com/title/tt0047885,6118,,
中国,7676,人民至上,7.9,2009,陈真,,98,中国,146,3711328,https://movie.douban.com/subject/3711328/,,3134,,
加拿大,7677,四处散落的碎片,7.9,2007,杰雷米·波德斯瓦,剧情,104,加拿大 / 希腊,143,2266464,https://movie.douban.com/subject/2266464/,http://www.imdb.com/title/tt0765451,12217,,
捷克,7678,魂不附体,7.9,1996,Wiktor Grodecki,纪录片,94,捷克,141,1779770,https://movie.douban.com/subject/1779770/,http://www.imdb.com/title/tt0115722,17180,,
澳大利亚,7679,空气之魂，云之精灵,7.9,1989,亚历克斯·普罗亚斯,"科幻,冒险",93,澳大利亚,141,2279033,https://movie.douban.com/subject/2279033/,http://www.imdb.com/title/tt0098373,3621,,
法国,7680,五月傻瓜,7.9,1990,路易·马勒,"喜剧,爱情",107,法国 / 意大利,139,1299994,https://movie.douban.com/subject/1299994/,http://www.imdb.com/title/tt0097884,6130,,
匈牙利,7681,保罗街小子们,7.9,1969,Zoltán Fábri,剧情,110,匈牙利 / 美国,138,3025265,https://movie.douban.com/subject/3025265/,http://www.imdb.com/title/tt0062164,6364,,
波兰,7682,倒霉,7.9,1960,安杰伊·蒙克,喜剧,92,波兰,138,1494716,https://movie.douban.com/subject/1494716/,http://www.imdb.com/title/tt0054495,7433,,
美国,7683,围捕：俄罗斯反同战争,7.9,2014,Ben Steele,纪录片,,美国,138,26098736,https://movie.douban.com/subject/26098736/,http://www.imdb.com/title/tt4093636,20189,,
法国,7684,向日葵,7.9,2010,Charlotte Michel,,,法国,138,5356185,https://movie.douban.com/subject/5356185/,,21223,,
挪威,7685,狼的夏天,7.9,2003,Peder Norlund,"剧情,家庭,冒险",87,挪威,136,1427813,https://movie.douban.com/subject/1427813/,http://www.imdb.com/title/tt0356154,3465,,
美国,7686,伟大工程巡礼：鹿特丹港,7.9,2005,Sean Fine,纪录片,,美国,136,5250599,https://movie.douban.com/subject/5250599/,http://www.imdb.com/title/tt0975322,16250,,
日本,7687,无限地带23Ⅱ：告诉我你的秘密,7.9,1986,板野一郎,"动作,爱情,科幻,动画,音乐",82,日本,134,3526311,https://movie.douban.com/subject/3526311/,http://www.imdb.com/title/tt0160522,5619,,
美国,7688,佐罗的面具,7.9,1940,鲁本·马莫利安,"动作,爱情,西部,冒险",94,美国,132,2262060,https://movie.douban.com/subject/2262060/,http://www.imdb.com/title/tt0032762,15973,,
澳大利亚,7689,城堡,7.9,1997,罗波 斯提齐,喜剧,85,澳大利亚,131,1297444,https://movie.douban.com/subject/1297444/,http://www.imdb.com/title/tt0118826,19223,,
日本,7690,完全选举手册,7.9,2007,想田和弘,纪录片,120,日本 / 美国,130,2027970,https://movie.douban.com/subject/2027970/,http://www.imdb.com/title/tt0874261,10747,,
美国,7691,艳曲迷魂,7.9,1948,霍华德·霍克斯,"喜剧,歌舞",113,美国,129,1293551,https://movie.douban.com/subject/1293551/,http://www.imdb.com/title/tt0040820,2985,,
苏联,7692,火星女王艾莉塔,7.9,1924,Yakov Protazanov,"剧情,爱情,科幻,奇幻,冒险",67,苏联,128,1292841,https://movie.douban.com/subject/1292841/,http://www.imdb.com/title/tt0014646,3618,,
美国,7693,马年,7.9,1997,吉姆 贾姆什 (Jim Jarmusch),"纪录片,音乐",106,美国,126,1432314,https://movie.douban.com/subject/1432314/,http://www.imdb.com/title/tt0120539,7841,,
美国,7694,文字游戏,7.9,2006,Patrick Creadon,纪录片,94,美国,126,1850055,https://movie.douban.com/subject/1850055/,http://www.imdb.com/title/tt0492506,10019,,
法国,7695,灰姑娘,7.9,1899,乔治·梅里爱,"剧情,短片",6,法国,125,3233074,https://movie.douban.com/subject/3233074/,http://www.imdb.com/title/tt0000230,7437,,
埃及,7696,开罗车站,7.9,1958,尤瑟夫·夏因,"剧情,犯罪",77,埃及,125,2979522,https://movie.douban.com/subject/2979522/,http://www.imdb.com/title/tt0051390,22362,,
法国,7697,迈尼蒙坦特,7.9,1926,迪米特里·凯萨诺夫,短片,38,法国,125,1763433,https://movie.douban.com/subject/1763433/,http://www.imdb.com/title/tt0147039,12984,,
日本,7698,超级恋人OVA1,7.9,2017,石平信司,"剧情,喜剧,爱情,同性",,日本,124,26967887,https://movie.douban.com/subject/26967887/,,19016,,
美国,7699,十诫,7.9,1923,塞西尔·B·戴米尔,剧情,136,美国,124,3162781,https://movie.douban.com/subject/3162781/,http://www.imdb.com/title/tt0014532,3586,,
美国,7700,Joan,7.9,2012,Scott L. Montoya,喜剧,,美国,123,25700671,https://movie.douban.com/subject/25700671/,http://www.imdb.com/title/tt2519318,13690,,
法国,7701,安迪·沃霍尔的生与死,7.9,2005,Jean-Michel Vecchiet,纪录片,81,法国,123,1822839,https://movie.douban.com/subject/1822839/,http://www.imdb.com/title/tt0759748,12488,,
法国,7702,飞逝的狮子,7.9,2003,阿涅斯·瓦尔达,"爱情,短片",12,法国,123,1781002,https://movie.douban.com/subject/1781002/,http://www.imdb.com/title/tt0403227,13152,,
美国,7703,瓦解,7.9,2009,Chris Smith,纪录片,82,美国,123,4038374,https://movie.douban.com/subject/4038374/,http://www.imdb.com/title/tt1503769,2917,,
日本,7704,ENDLESS,7.9,2015,山本沙代,"动画,短片",,日本,122,26597803,https://movie.douban.com/subject/26597803/,,11481,,
法国,7705,三面镜,7.9,1927,让·爱普斯坦,剧情,45,法国,122,1888278,https://movie.douban.com/subject/1888278/,http://www.imdb.com/title/tt0017938,15980,,
印度,7706,寻找甘地,7.9,2007,Lalit Vachani,纪录片,52,印度,122,3024847,https://movie.douban.com/subject/3024847/,http://www.imdb.com/title/tt1111348,11529,,
美国,7707,赝品大师,7.9,2014,Sam Cullman,纪录片,89,美国,122,25929488,https://movie.douban.com/subject/25929488/,http://www.imdb.com/title/tt3654964,13383,,
台湾,7708,黑皮与白牙,7.9,1987,楊立國,剧情,97,台湾,121,3145126,https://movie.douban.com/subject/3145126/,http://www.imdb.com/title/tt2903634,10368,,
美国,7709,刁蛮公主,7.9,1953,乔治 薛尼 (George Sidney (II)),"喜剧,爱情,歌舞",109,美国,120,1300103,https://movie.douban.com/subject/1300103/,http://www.imdb.com/title/tt0045963,5482,,
Armania,7710,柠檬伏特加,7.9,2003,Hiner Saleem,"剧情,爱情",,Armania,120,1439801,https://movie.douban.com/subject/1439801/,http://www.imdb.com/title/tt0379577,12690,,
法国,7711,三生一死,7.9,1996,拉乌·鲁兹,"喜剧,犯罪",123,法国 / 葡萄牙,120,1439651,https://movie.douban.com/subject/1439651/,http://www.imdb.com/title/tt0117968,9173,,
德国,7712,致命的玛丽亚,7.9,1993,汤姆·提克威,"剧情,惊悚,奇幻",106,德国,120,2264117,https://movie.douban.com/subject/2264117/,http://www.imdb.com/title/tt0108425,14464,,
美国,7713,一代拳王,7.9,1996,列昂·格斯特,"纪录片,历史,运动",88,美国,118,1300184,https://movie.douban.com/subject/1300184/,http://www.imdb.com/title/tt0118147,12893,,
法国,7714,金发大个子,7.9,1972,伊夫·罗伯特,"喜剧,悬疑",90,法国,117,1295580,https://movie.douban.com/subject/1295580/,http://www.imdb.com/title/tt0068655,2554,,
法国,7715,薄荷苏打水,7.9,1977,黛安娜·克里斯,"剧情,喜剧",97,法国,116,1901678,https://movie.douban.com/subject/1901678/,http://www.imdb.com/title/tt0075939,19908,,
日本,7716,捕鲸,7.9,2001,宫崎骏,"动画,短片",16,日本,116,2124882,https://movie.douban.com/subject/2124882/,http://www.imdb.com/title/tt0416898,8035,,
日本,7717,地球守护者,7.9,2000,千明 孝一,,,日本,116,1964015,https://movie.douban.com/subject/1964015/,http://www.imdb.com/title/tt0305596,22284,,
日本,7718,决斗,7.9,2015,杉田成道,"剧情,古装",90,日本,116,26642158,https://movie.douban.com/subject/26642158/,,12888,,
日本,7719,县警对暴力组织,7.9,1975,深作欣二,"动作,犯罪",100,日本,116,1308623,https://movie.douban.com/subject/1308623/,http://www.imdb.com/title/tt0073234,4922,,
日本,7720,献给一个夏天的爸爸,7.9,2003,广木隆一,,,日本,116,1997599,https://movie.douban.com/subject/1997599/,http://www.imdb.com/title/tt0440984,18791,,
苏联,7721,高加索女俘虏,7.9,1967,列昂尼德·盖代,"喜剧,爱情",82,苏联,115,1979015,https://movie.douban.com/subject/1979015/,http://www.imdb.com/title/tt0060584,11758,,
芬兰,7722,湖泊的传说,7.9,2016,Marko R?hr,纪录片,76,芬兰 Finland,115,26743319,https://movie.douban.com/subject/26743319/,http://www.imdb.com/title/tt3744428,20870,,
USA,7723,我们的城市之梦,7.9,2008,Chiara Clemente,纪录片,,USA,115,3345056,https://movie.douban.com/subject/3345056/,http://www.imdb.com/title/tt1320105,5972,,
东德,7724,我当年19岁,7.9,1968,康拉德·沃尔夫,"剧情,传记,历史,战争",115,东德,114,1460326,https://movie.douban.com/subject/1460326/,http://www.imdb.com/title/tt0061802,3126,,
英国,7725,不成功毋宁死：郎朗的故事,7.9,2012,艾伦·延托布,纪录片,88,英国,113,20500038,https://movie.douban.com/subject/20500038/,http://www.imdb.com/title/tt2509110,19045,,
法国,7726,卢瓦河谷的木鞋匠,7.9,1956,雅克·德米,短片,23,法国,113,3222028,https://movie.douban.com/subject/3222028/,http://www.imdb.com/title/tt0048575,13045,,
香港,7727,平安米,7.9,2002,张虹,纪录片,,香港,112,2349352,https://movie.douban.com/subject/2349352/,,13087,,
荷兰,7728,桑尼宝贝,7.9,2011,玛利亚·彼特斯,剧情,130,荷兰,112,5188377,https://movie.douban.com/subject/5188377/,http://www.imdb.com/title/tt1138481,14460,,
中国大陆,7729,追逐,7.9,2011,吴超,"动画,短片",22,中国大陆,112,6872261,https://movie.douban.com/subject/6872261/,,22557,,
法国,7730,明信片,7.9,2009,Stefan Le Lay,"爱情,短片,奇幻",,法国,111,5404273,https://movie.douban.com/subject/5404273/,http://www.imdb.com/title/tt1587795,11350,,
美国,7731,最后一个莫希干人,7.9,1920,莫里斯?都纳尔,"剧情,冒险",73,美国,111,1900434,https://movie.douban.com/subject/1900434/,http://www.imdb.com/title/tt0011387,11118,,
中国大陆,7732,老歌,7.9,2016,程晓榕,"爱情,动画,短片,音乐",,中国大陆,109,26843159,https://movie.douban.com/subject/26843159/,,6102,,
Slovakia,7733,盲爱,7.9,2008,Juraj Lehotsky,纪录片,,Slovakia,108,3060612,https://movie.douban.com/subject/3060612/,http://www.imdb.com/title/tt1226291,21156,,
法国,7734,我嫁了个影子,7.9,1983,罗宾·达维,剧情,110,法国,108,1300536,https://movie.douban.com/subject/1300536/,http://www.imdb.com/title/tt0084158,8577,,
英国,7735,电视中心往事,7.9,2012,Richard Marson,纪录片,90,英国,107,10767697,https://movie.douban.com/subject/10767697/,http://www.imdb.com/title/tt2403007,13526,,
英国,7736,美丽战争,7.9,1999,贾思明·迪兹达尔,"剧情,喜剧,战争",,英国,107,1295574,https://movie.douban.com/subject/1295574/,http://www.imdb.com/title/tt0159272,16397,,
法国,7737,树上的孩子,7.9,2009,Bania Medjbar,短片,25,法国,107,5159260,https://movie.douban.com/subject/5159260/,http://www.imdb.com/title/tt1564560,11714,,
中国大陆,7738,玉扣纸,7.9,2009,鬼叔中,纪录片,,中国大陆,107,4124435,https://movie.douban.com/subject/4124435/,,11280,,
美国,7739,180°：克里斯托弗诺兰对话艾尔帕西诺,7.9,2002,Richard Ingber,"纪录片,短片",17,美国,106,3690001,https://movie.douban.com/subject/3690001/,http://www.imdb.com/title/tt0357402,8260,,
中国大陆,7740,DV中国,7.9,2002,郑大圣,纪录片,,中国大陆,106,3391854,https://movie.douban.com/subject/3391854/,,10056,,
