i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,
英国,1671,憨豆特工,7.5,2003,彼得·休伊特,"喜剧,动作,冒险",88,英国 / 法国 / 美国,55106,1307389,https://movie.douban.com/subject/1307389/,http://www.imdb.com/title/tt0274166,1671,,
英国,1497,憨豆先生的大灾难,7.9,1997,梅尔·史密斯,"喜剧,家庭",90,英国 / 美国,26465,1294948,https://movie.douban.com/subject/1294948/,http://www.imdb.com/title/tt0118689,1497,,
英国,21098,憨豆先生精选辑,9.6,1997,John Birkin,喜剧,72,英国,1707,5133063,https://movie.douban.com/subject/5133063/,http://www.imdb.com/title/tt0291751,21098,,
法国,10120,憨憨公主的心思,7.5,2015,埃罗依·朗,喜剧,80,法国 / 比利时,2651,26342011,https://movie.douban.com/subject/26342011/,http://www.imdb.com/title/tt4466362,10120,,
美国,24011,憨直少年,8.5,2009,Regina Crosby,剧情,,美国,190,3444558,https://movie.douban.com/subject/3444558/,http://www.imdb.com/title/tt1091207,24011,,
日本,21606,含泪活着,9.1,2006,张丽玲,"纪录片,家庭",109,日本,12526,2342568,https://movie.douban.com/subject/2342568/,http://www.imdb.com/title/tt1577856,21606,,
韩国,7846,韩公主,7.5,2013,李铢真,剧情,112,韩国,12193,25717896,https://movie.douban.com/subject/25717896/,http://www.imdb.com/title/tt3265462,7846,,
日本,8677,韩国的选择-绥靖政策及其苦恼,7.4,2002,NHK,纪录片,50,日本,65,5285687,https://movie.douban.com/subject/5285687/,,8677,,
英國,18595,韩战全彩实录,7.7,2010,Stewart Binns,纪录片,45,英國 UK,71,10567562,https://movie.douban.com/subject/10567562/,http://www.imdb.com/title/tt1949771,18595,,
日本,22890,寒椿,7.8,1992,降旗康男,"剧情,悬疑",115,日本,187,3169059,https://movie.douban.com/subject/3169059/,http://www.imdb.com/title/tt0228482,22890,,
英国,18051,寒冷舒适的农庄,7.1,1995,约翰·施莱辛格,"喜剧,爱情",95,英国,148,2033097,https://movie.douban.com/subject/2033097/,http://www.imdb.com/title/tt0112701,18051,,
美国,11064,寒夜琴挑,7.2,1939,格雷戈里·拉图弗,"剧情,爱情",70,美国,451,1294021,https://movie.douban.com/subject/1294021/,http://www.imdb.com/title/tt0031491,11064,,
瑞典,6386,寒夜琴挑,7.7,1936,古斯塔夫·莫兰德,"剧情,爱情",93,瑞典,100,1302954,https://movie.douban.com/subject/1302954/,http://www.imdb.com/title/tt0027796,6386,,
香港,7143,寒战,7.4,2012,梁乐民,"剧情,动作,犯罪",103,香港 / 中国大陆,208953,6890730,https://movie.douban.com/subject/6890730/,http://www.imdb.com/title/tt2186715,7143,,
瑞典,2509,寒枝雀静,7.7,2014,罗伊·安德森,"剧情,喜剧",101,瑞典 / 德国 / 挪威 / 法国,11069,6521506,https://movie.douban.com/subject/6521506/,http://www.imdb.com/title/tt1883180,2509,,
韩国,3544,汉城大劫案,7.3,2004,崔东勋,"动作,犯罪",116,韩国,4968,1308802,https://movie.douban.com/subject/1308802/,http://www.imdb.com/title/tt0402842,3544,,
美国,4933,汉城列车,8,2004,Jim Butterworth,纪录片,,美国,688,1439889,https://movie.douban.com/subject/1439889/,http://www.imdb.com/title/tt0402492,4933,,
美国,9268,汉密尔顿的美国,9.2,2016,Alex Horwitz,纪录片,82,美国,258,26892562,https://movie.douban.com/subject/26892562/,http://www.imdb.com/title/tt6146460,9268,,
英国,9257,汉密尔顿夫人,8.1,1941,亚历山大·柯达,"剧情,爱情,历史,战争",128,英国,1876,1292885,https://movie.douban.com/subject/1292885/,http://www.imdb.com/title/tt0034272,9257,,
美国,19186,汉娜／米莉演唱会,7.2,2008,Bruce Hendricks,"纪录片,音乐",74,美国,412,2343213,https://movie.douban.com/subject/2343213/,http://www.imdb.com/title/tt1127884,19186,,
德国,7873,汉娜·阿伦特,8,2012,玛格雷特·冯·特洛塔,"剧情,传记",113,德国 / 卢森堡 / 法国,4842,10748498,https://movie.douban.com/subject/10748498/,http://www.imdb.com/title/tt1674773,7873,,
美国,6382,汉娜·蒙塔娜：电影版,7,2009,彼德·切尔瑟姆,喜剧,102,美国,23619,3008712,https://movie.douban.com/subject/3008712/,http://www.imdb.com/title/tt1114677,6382,,
美国,4529,汉娜的爱情故事,7.5,2009,Wendy Jo Carlton,剧情,86,美国,120,3292059,https://movie.douban.com/subject/3292059/,http://www.imdb.com/title/tt1315214,4529,,
美国,2642,汉娜姐妹,8.1,1986,伍迪·艾伦,"剧情,喜剧,爱情",103,美国,5696,1292764,https://movie.douban.com/subject/1292764/,http://www.imdb.com/title/tt0091167,2642,,
英国,302,汉尼拔,8.1,2001,雷德利·斯科特,"惊悚,犯罪",131,英国 / 美国,82561,1301746,https://movie.douban.com/subject/1301746/,http://www.imdb.com/title/tt0212985,302,,
美国,9442,捍卫爱情,7.8,2007,Parvez Sharma,纪录片,,美国 / 英国 / 法国 / 德国 / 澳大利亚,138,2936171,https://movie.douban.com/subject/2936171/,http://www.imdb.com/title/tt0780046,9442,,
美国,23225,悍将奇兵,7.3,1997,乔纳森·莫斯托,"悬疑,惊悚,犯罪",93,美国,2029,1304828,https://movie.douban.com/subject/1304828/,http://www.imdb.com/title/tt0118771,23225,,
中国大陆,20368,悍牛与牧童,8,1984,陈三伟,"动画,短片",10,中国大陆,82,3286400,https://movie.douban.com/subject/3286400/,,20368,,
英国,10883,撼动生命,8.3,2004,Michael Dowse,"剧情,喜剧,音乐,传记",90,英国 / 加拿大,778,1422024,https://movie.douban.com/subject/1422024/,http://www.imdb.com/title/tt0388139,10883,,
美国,21857,行船猫,8.7,1952,约瑟夫·巴伯拉,"喜剧,动画,短片,家庭",,美国,146,5262241,https://movie.douban.com/subject/5262241/,http://www.imdb.com/title/tt0044522,21857,,
美国,5109,行动目标希特勒,7,2008,布莱恩·辛格,"剧情,历史,战争",121,美国 / 德国,35609,2028647,https://movie.douban.com/subject/2028647/,http://www.imdb.com/title/tt0985699,5109,,
中国大陆,20832,行歌坐月,7.1,2011,吴娜,"剧情,爱情",90,中国大陆,401,6849056,https://movie.douban.com/subject/6849056/,,20832,,
香港,11523,行规,7.4,1979,翁维铨,"剧情,犯罪",83,香港,202,3072985,https://movie.douban.com/subject/3072985/,http://www.imdb.com/title/tt0470963,11523,,
台湾,13518,行在水上,7.5,2013,蔡明亮,短片,30,台湾,165,25726631,https://movie.douban.com/subject/25726631/,http://www.imdb.com/title/tt3615036,13518,,
台湾,4917,行者,8.3,2014,陈芯宜,纪录片,,台湾,101,25910021,https://movie.douban.com/subject/25910021/,http://www.imdb.com/title/tt4045242,4917,,
加拿大,11693,行走,8,1969,雷恩·拉金,"动画,短片",,加拿大,1311,1861104,https://movie.douban.com/subject/1861104/,http://www.imdb.com/title/tt0064284,11693,,
法国,21721,行走的最佳方式,7.6,1976,克劳德·米勒,剧情,82,法国,218,1416950,https://movie.douban.com/subject/1416950/,http://www.imdb.com/title/tt0074888,21721,,
美国,4998,航班666,9.2,2009,Sam Dunn,"纪录片,音乐",112,美国,144,3694952,https://movie.douban.com/subject/3694952/,http://www.imdb.com/title/tt1361558,4998,,
美国,629,航海家,8.1,1924,巴斯特·基顿,喜剧,59,美国,679,1293618,https://movie.douban.com/subject/1293618/,http://www.imdb.com/title/tt0015163,629,,
日本,9877,航海王之黄金城,7.8,2016,宮元宏彰,"剧情,动作,动画,冒险",119,日本,29971,26598021,https://movie.douban.com/subject/26598021/,http://www.imdb.com/title/tt5251328,9877,,
日本,22880,航迹云,7.4,2016,佐野達也,,,日本,344,26720114,https://movie.douban.com/subject/26720114/,,22880,,
美国,5622,航空母舰,8.7,2008,Maro Chermayeff,,,美国,118,3056290,https://movie.douban.com/subject/3056290/,http://www.imdb.com/title/tt1224387,5622,,
冰岛,8370,航向热带岛屿的冰山,8.1,2003,达格·卡利,剧情,82,冰岛 / 德国 / 英国 / 丹麦,1713,1303877,https://movie.douban.com/subject/1303877/,http://www.imdb.com/title/tt0351461,8370,,
美国,19665,航运新闻,7.4,2001,拉斯·霍尔斯道姆,"剧情,爱情",111,美国,2438,1306729,https://movie.douban.com/subject/1306729/,http://www.imdb.com/title/tt0120824,19665,,
美国,5065,毫不神圣,7.3,1937,威廉·A·韦尔曼,"剧情,喜剧,爱情",77,美国,68,1298079,https://movie.douban.com/subject/1298079/,http://www.imdb.com/title/tt0029322,5065,,
英国,14004,毫无线索,8.1,1988,Thom Eberhardt,"喜剧,悬疑,犯罪",107,英国,809,1422299,https://movie.douban.com/subject/1422299/,http://www.imdb.com/title/tt0096454,14004,,
英国,7548,豪门怪杰,8.3,1972,彼得·梅达克,"喜剧,音乐",154,英国,307,1297380,https://movie.douban.com/subject/1297380/,http://www.imdb.com/title/tt0069198,7548,,
美国,23071,豪门孽债,7.6,1990,巴贝特·施罗德,剧情,114,美国 / 日本 / 英国,656,1293954,https://movie.douban.com/subject/1293954/,http://www.imdb.com/title/tt0100486,23071,,
美国,14372,豪情四海,7.8,1991,巴瑞·莱文森,"剧情,传记,犯罪",136,美国,1016,1292452,https://movie.douban.com/subject/1292452/,http://www.imdb.com/title/tt0101516,14372,,
美国,22692,豪斯医生完季特别篇：天鹅挽歌,9.5,2012,Matthew Fife,纪录片,45,美国,3200,10757823,https://movie.douban.com/subject/10757823/,http://www.imdb.com/title/tt2266500,22692,,
香港,5393,豪侠,7.6,1979,吴宇森,"剧情,动作,武侠,古装",106,香港,478,1302738,https://movie.douban.com/subject/1302738/,http://www.imdb.com/title/tt0077655,5393,,
美国,14257,豪勇七蛟龙,7.4,1960,约翰·斯特奇斯,"动作,西部",128,美国,2326,1303373,https://movie.douban.com/subject/1303373/,http://www.imdb.com/title/tt0054047,14257,,
美国,6713,豪勇七蛟龙,7.4,2016,安东尼·福奎阿,"动作,西部,冒险",133,美国,18191,10774184,https://movie.douban.com/subject/10774184/,http://www.imdb.com/title/tt2404435,6713,,
美国,2795,嚎叫,7.4,2010,罗伯·爱泼斯坦,"剧情,同性,传记",90,美国,6290,3210534,https://movie.douban.com/subject/3210534/,http://www.imdb.com/title/tt1049402,2795,,
捷克斯洛伐克,23533,好兵帅克,7.8,1957,卡莱尔·斯泰克利,"喜剧,战争",91,捷克斯洛伐克,441,1458187,https://movie.douban.com/subject/1458187/,http://www.imdb.com/title/tt0049147,23533,,
捷克斯洛伐克,7537,好兵帅克,8.1,1955,伊里·特恩卡,动画,76,捷克斯洛伐克,105,1460850,https://movie.douban.com/subject/1460850/,http://www.imdb.com/title/tt0239348,7537,,
美国,15925,好发型,8,2009,Jeff Stilson,"喜剧,纪录片",,美国,124,3236413,https://movie.douban.com/subject/3236413/,http://www.imdb.com/title/tt1213585,15925,,
美国,2096,好好先生,7.6,2008,佩顿·里德,"喜剧,爱情",104,美国 / 澳大利亚,65607,2147854,https://movie.douban.com/subject/2147854/,http://www.imdb.com/title/tt1068680,2096,,
美国,22902,好伙伴,7.5,2016,john rice,"动画,短片",,美国 / finland,380,26921921,https://movie.douban.com/subject/26921921/,http://www.imdb.com/title/tt5797476,22902,,
中国大陆,18723,好极了,8,2017,刘健,动画,77,中国大陆,238,26954003,https://movie.douban.com/subject/26954003/,http://www.imdb.com/title/tt6451304,18723,,
美国,379,好家伙,8.3,1990,马丁·斯科塞斯,"剧情,喜剧,传记,犯罪",146,美国,51083,1292268,https://movie.douban.com/subject/1292268/,http://www.imdb.com/title/tt0099685,379,,
美国,23197,好景在望,7.4,2012,弗兰克·克拉斯,"喜剧,动作",105,美国,4535,4844730,https://movie.douban.com/subject/4844730/,http://www.imdb.com/title/tt1648179,23197,,
美国,10896,好莱坞百年百个明星,7.7,1999,Gary Smith,纪录片,135,美国,219,1475453,https://movie.douban.com/subject/1475453/,http://www.imdb.com/title/tt0251566,10896,,
USA,17159,好莱坞百年百句经典电影台词,8.9,2005,Gary Smith,,,USA,25,2159085,https://movie.douban.com/subject/2159085/,http://www.imdb.com/title/tt0466642,17159,,
美国,3122,好莱坞奇才昆汀·塔伦蒂诺,8.8,1994,David Thompson,纪录片,53,美国,332,25824388,https://movie.douban.com/subject/25824388/,http://www.imdb.com/title/tt1994954,3122,,
美国,1357,好莱坞式结局,7.4,2002,伍迪·艾伦,"喜剧,爱情",112,美国,3847,1305509,https://movie.douban.com/subject/1305509/,http://www.imdb.com/title/tt0278823,1357,,
美国,21641,好莱坞碗演奏会,9,1950,约瑟夫·巴伯拉,"喜剧,动画,短片,音乐,家庭",,美国,175,2144680,https://movie.douban.com/subject/2144680/,http://www.imdb.com/title/tt0042569,21641,,
中国大陆,10629,好猫咪咪,8.2,1979,何玉门,"动画,短片,儿童",20,中国大陆,1635,2407568,https://movie.douban.com/subject/2407568/,,10629,,
德国,13890,好男不当兵,7.4,2007,Granz Henman,喜剧,86,德国,3556,2972705,https://movie.douban.com/subject/2972705/,http://www.imdb.com/title/tt0466713,13890,,
台湾,2098,好男好女,7.6,1995,侯孝贤,"剧情,爱情,历史",108,台湾 / 日本,3431,1294735,https://movie.douban.com/subject/1294735/,http://www.imdb.com/title/tt0113256,2098,,
韩国,4918,好朋友们,7.5,2014,李道允,"剧情,犯罪",114,韩国,12746,25780578,https://movie.douban.com/subject/25780578/,http://www.imdb.com/title/tt3957986,4918,,
Czechoslovakia,9537,好奇的信,7.5,1961,赫米娜·齐蒂洛娃,"动画,短片",,Czechoslovakia,51,1459460,https://movie.douban.com/subject/1459460/,http://www.imdb.com/title/tt0428068,9537,,
美国,15054,好奇事物,7.8,2010,Alain Hain,"爱情,短片,同性",,美国,1116,6558347,https://movie.douban.com/subject/6558347/,http://www.imdb.com/title/tt1490622,15054,,
比利时,3633,好奇天使心,7.3,2006,Russell P. Marleau,"喜剧,同性",98,比利时 / 美国,3193,2146439,https://movie.douban.com/subject/2146439/,http://www.imdb.com/title/tt0481273,3633,,
法国,6668,好奇心,7.9,1971,路易·马勒,剧情,118,法国 / 意大利 / 西德,1367,1297201,https://movie.douban.com/subject/1297201/,http://www.imdb.com/title/tt0067778,6668,,
南斯拉夫,17199,好奇心,8,1966,波里维·多尼科维奇·波尔多,"动画,短片",,南斯拉夫,93,1957886,https://movie.douban.com/subject/1957886/,http://www.imdb.com/title/tt0864935,17199,,
英国,21207,好人,7.1,2008,Vicente Amorim,剧情,96,英国 / 德国,717,2134936,https://movie.douban.com/subject/2134936/,http://www.imdb.com/title/tt0436364,21207,,
美国,4772,好人寥寥,7.9,1992,罗伯·莱纳,"剧情,悬疑,惊悚,犯罪",138,美国,6993,1295260,https://movie.douban.com/subject/1295260/,http://www.imdb.com/title/tt0104257,4772,,
南斯拉夫,14068,好时光,8.1,1990,Milan Trenc,"动画,短片",,南斯拉夫,80,3732509,https://movie.douban.com/subject/3732509/,http://www.imdb.com/title/tt4654726,14068,,
美国,11160,好事成双,7.4,1995,安迪·坦纳特,"喜剧,爱情,家庭",101,美国,1257,1304247,https://movie.douban.com/subject/1304247/,http://www.imdb.com/title/tt0113442,11160,,
中国大陆,5519,好事多磨,7.1,1980,宋崇 张惠钧,"剧情,喜剧,爱情",101,中国大陆,502,1483971,https://movie.douban.com/subject/1483971/,,5519,,
中国大陆,2473,好死不如赖活着,8.4,2003,陈为军,纪录片,88,中国大陆,4416,1578723,https://movie.douban.com/subject/1578723/,http://www.imdb.com/title/tt0343105,2473,,
日本,21790,好想永远拥抱你！,7.1,2013,河毛俊作,,,日本,68,22993613,https://movie.douban.com/subject/22993613/,http://www.imdb.com/title/tt2888514,21790,,
西班牙,23579,好消息,7.5,2008,Helena Taberna,"剧情,战争",103,西班牙,75,3325571,https://movie.douban.com/subject/3325571/,http://www.imdb.com/title/tt1060243,23579,,
台湾,18812,好小子2：大战巨无霸,7.8,1986,陈志华,动作,,台湾,859,1896534,https://movie.douban.com/subject/1896534/,http://www.imdb.com/title/tt0202145,18812,,
台湾,23696,好小子3：苦儿流浪记,7.6,1987,林福地,,,台湾,610,1897068,https://movie.douban.com/subject/1897068/,http://www.imdb.com/title/tt1349622,23696,,
西德,9027,好血统,7.1,1979,约翰·休斯顿,"剧情,喜剧",106,西德 / 美国,308,1302064,https://movie.douban.com/subject/1302064/,http://www.imdb.com/title/tt0080140,9027,,
法国,10525,好姻缘,7.6,1982,埃里克·侯麦,"剧情,喜剧,爱情",97,法国,790,1296813,https://movie.douban.com/subject/1296813/,http://www.imdb.com/title/tt0082053,10525,,
芬兰,9808,好邮差,7,2017,托尼斯拉夫·赫里斯托夫,纪录片,80,芬兰 / 保加利亚,59,26929025,https://movie.douban.com/subject/26929025/,http://www.imdb.com/title/tt6254144,9808,,
美国,9375,好运之人,7.5,2008,尼尔·博格,"剧情,喜剧,战争",113,美国,2746,2074009,https://movie.douban.com/subject/2074009/,http://www.imdb.com/title/tt0981072,9375,,
法国,5949,浩劫,8.9,1985,克劳德·朗兹曼,"纪录片,历史,战争",566,法国,1014,1303328,https://movie.douban.com/subject/1303328/,http://www.imdb.com/title/tt0090015,5949,,
美国,18764,浩劫后,7.5,1983,尼古拉斯·梅耶,"剧情,战争",,美国,184,1296582,https://movie.douban.com/subject/1296582/,http://www.imdb.com/title/tt0085404,18764,,
法国,4828,浩劫之后其二：索比堡,7.7,2001,克劳德·朗兹曼,"纪录片,历史",95,法国,83,1307515,https://movie.douban.com/subject/1307515/,http://www.imdb.com/title/tt0286978,4828,,
法国,6591,浩劫之后其四：最后的不公正,7.3,2013,克劳德·朗兹曼,纪录片,220,法国,68,20277939,https://movie.douban.com/subject/20277939/,http://www.imdb.com/title/tt2340784,6591,,
中国大陆,19565,呵呵，DOTA君,7.5,2012,青蛙君,纪录片,61,中国大陆,177,21795371,https://movie.douban.com/subject/21795371/,,19565,,
香港,3355,喝采,7.3,1980,蔡继光,剧情,93,香港,634,1470868,https://movie.douban.com/subject/1470868/,http://www.imdb.com/title/tt0080685,3355,,
罗马尼亚,19505,喝彩！,7.5,2015,拉杜·裘德,"剧情,喜剧,冒险",108,罗马尼亚 / 保加利亚 / 捷克 / 法国,1310,26247311,https://movie.douban.com/subject/26247311/,http://www.imdb.com/title/tt4374460,19505,,
伊朗,19628,合唱团,7.9,1982,阿巴斯·基亚罗斯塔米,"剧情,短片",17,伊朗,264,1940633,https://movie.douban.com/subject/1940633/,http://www.imdb.com/title/tt0084046,19628,,
英国,7593,合成器英伦,9.1,2009,Benjamin Whalley,纪录片,90,英国,1243,4097377,https://movie.douban.com/subject/4097377/,http://www.imdb.com/title/tt1658487,7593,,
法国,4136,合法副本,7.8,2010,阿巴斯·基亚罗斯塔米,剧情,106,法国 / 意大利 / 比利时 / 伊朗,7256,2973543,https://movie.douban.com/subject/2973543/,http://www.imdb.com/title/tt1020773,4136,,
苏联,6497,合法婚姻,8.6,1986,Albert S. Mkrtchyan,"剧情,爱情,战争",93,苏联,439,1459097,https://movie.douban.com/subject/1459097/,http://www.imdb.com/title/tt0184071,6497,,
英国,10176,合伙人,7.1,2010,约翰·威尔斯,剧情,109,英国 / 美国,4522,2997029,https://movie.douban.com/subject/2997029/,http://www.imdb.com/title/tt1172991,10176,,
加拿大,11101,合家观赏,7.7,1988,阿托姆·伊戈扬,剧情,86,加拿大,73,1298987,https://movie.douban.com/subject/1298987/,http://www.imdb.com/title/tt0093006,11101,,
香港,18515,合家欢,7.3,1989,高志森,喜剧,100,香港,2189,1297038,https://movie.douban.com/subject/1297038/,http://www.imdb.com/title/tt0097922,18515,,
加拿大,14433,合家喜庆,8.8,1999,尼娜·弗彻,"剧情,爱情",105,加拿大 / 美国,44,2032461,https://movie.douban.com/subject/2032461/,http://www.imdb.com/title/tt0136866,14433,,
美国,6032,合约谋杀案,7.9,1958,欧文·勒纳,"剧情,惊悚,犯罪,黑色电影",81,美国,465,1945628,https://movie.douban.com/subject/1945628/,http://www.imdb.com/title/tt0051959,6032,,
美国,6012,合约杀手,7.3,1942,弗兰克·塔特尔,"惊悚,犯罪,黑色电影",80,美国,261,1302943,https://movie.douban.com/subject/1302943/,http://www.imdb.com/title/tt0035432,6012,,
香港,6468,何必有我?,7.8,1985,郑则仕,剧情,91,香港,2398,1464936,https://movie.douban.com/subject/1464936/,http://www.imdb.com/title/tt0089259,6468,,
法国,5495,何处安放你藏起的笑容？,8.2,2001,佩德罗·科斯塔,纪录片,104,法国 / 葡萄牙,138,1829853,https://movie.douban.com/subject/1829853/,http://www.imdb.com/title/tt0342866,5495,,
德国,10972,何处是我家,8.2,2001,卡洛琳·林克,"剧情,传记",141,德国,4297,1305092,https://movie.douban.com/subject/1305092/,http://www.imdb.com/title/tt0161860,10972,,
伊朗,5695,何处是我朋友的家,8.5,1987,阿巴斯·基亚罗斯塔米,剧情,83,伊朗,8067,1301897,https://movie.douban.com/subject/1301897/,http://www.imdb.com/title/tt0093342,5695,,
印度,21020,何日君能知我心,8,1999,Sanjay Leela Bhansali,"剧情,喜剧,爱情,歌舞",188,印度 / 匈牙利,91,1308956,https://movie.douban.com/subject/1308956/,http://www.imdb.com/title/tt0150992,21020,,
香港,7471,何日君再来,7.3,1991,区丁平,"剧情,战争",126,香港,1090,1419925,https://movie.douban.com/subject/1419925/,http://www.imdb.com/title/tt0102068,7471,,
法国,22932,何日君再来,8.1,1961,安纳托尔·李维克,"剧情,爱情",120,法国 / 美国,295,1294705,https://movie.douban.com/subject/1294705/,http://www.imdb.com/title/tt0054936,22932,,
日本,11072,何时是读书天,8.2,2005,绪方明,"剧情,爱情",127,日本,2879,1776964,https://movie.douban.com/subject/1776964/,http://www.imdb.com/title/tt0478706,11072,,
日本,5240,何者,7.3,2016,三浦大辅,剧情,97,日本,5977,26683353,https://movie.douban.com/subject/26683353/,http://www.imdb.com/title/tt5264056,5240,,
美国,9365,和阿巴斯散步,7.2,2003,Jamsheed Akrami,"纪录片,短片",,美国,59,10000963,https://movie.douban.com/subject/10000963/,http://www.imdb.com/title/tt2033194,9365,,
以色列,9008,和巴什尔跳华尔兹,8.7,2008,阿里·福尔曼,"动画,纪录片,传记",90,以色列 / 德国 / 法国 / 美国 / 芬兰 / 瑞士 / 比利时 / 澳大利亚,12292,3047617,https://movie.douban.com/subject/3047617/,http://www.imdb.com/title/tt1185616,9008,,
中国大陆,4934,和凤鸣,7.8,2007,王兵,纪录片,184,中国大陆,538,2080448,https://movie.douban.com/subject/2080448/,http://www.imdb.com/title/tt1032880,4934,,
俄罗斯,15913,和家庭动物旅行,8,2007,Vera Storozheva,"剧情,爱情",97,俄罗斯,175,3017014,https://movie.douban.com/subject/3017014/,http://www.imdb.com/title/tt1047845,15913,,
美国,13873,和解,7.4,2009,Chad Ahrendt,"剧情,同性",101,美国,178,5165449,https://movie.douban.com/subject/5165449/,http://www.imdb.com/title/tt1489231,13873,,
法国,23618,和理发师的美好一天,7,2004,Gilles Bindi,"短片,同性",13,法国,674,3448190,https://movie.douban.com/subject/3448190/,http://www.imdb.com/title/tt0400907,23618,,
中国大陆,2379,和你在一起,7.7,2002,陈凯歌,"剧情,音乐",116,中国大陆 / 韩国,30257,1307702,https://movie.douban.com/subject/1307702/,http://www.imdb.com/title/tt0332639,2379,,
香港,754,和平饭店,7.6,1995,韦家辉,"动作,西部",89,香港,34362,1293867,https://movie.douban.com/subject/1293867/,http://www.imdb.com/title/tt0113292,754,,
中国大陆,22542,和平玩具,7.2,2011,朱冬洁,"动画,短片,儿童,战争",,中国大陆,97,6872263,https://movie.douban.com/subject/6872263/,,22542,,
德国,21999,和平战士,8.4,2006,维克多·萨尔瓦,"剧情,爱情,运动",120,德国 / 美国,4276,1772560,https://movie.douban.com/subject/1772560/,http://www.imdb.com/title/tt0438315,21999,,
法国,20841,和其他人一样,7.7,2008,Vincent Garenq,"剧情,喜剧,爱情,同性,家庭",90,法国,3189,3017929,https://movie.douban.com/subject/3017929/,http://www.imdb.com/title/tt1093352,20841,,
美国,318,和莎莫的500天,8,2009,马克·韦布,"剧情,喜剧,爱情",95,美国,297817,3072086,https://movie.douban.com/subject/3072086/,http://www.imdb.com/title/tt1022603,318,,
法国,1823,和尚与飞鱼,8,1994,迈克尔·度德威特,"喜剧,动画,短片,歌舞",6,法国,6404,1299588,https://movie.douban.com/subject/1299588/,http://www.imdb.com/title/tt0110547,1823,,
韩国,330,和声,8.5,2010,康大奎,剧情,115,韩国,36939,4861627,https://movie.douban.com/subject/4861627/,http://www.imdb.com/title/tt1588356,330,,
美国,24581,和竖锯一起生活,7.7,2013,Chris Capel,"喜剧,短片",,美国,143,26820193,https://movie.douban.com/subject/26820193/,http://www.imdb.com/title/tt3420692,24581,,
新加坡,20750,和我在一起,7.9,2005,邱金海,"剧情,爱情",93,新加坡,577,1757375,https://movie.douban.com/subject/1757375/,http://www.imdb.com/title/tt0463903,20750,,
英国,7540,和西蒙·里夫一起寻茶,7.7,2014,Adam Warner,纪录片,,英国,199,25810948,https://movie.douban.com/subject/25810948/,,7540,,
哈萨克斯坦,23362,和谐课程,7.8,2013,埃米尔·拜加津,剧情,115,哈萨克斯坦 / 德国 / 法国,1696,21098725,https://movie.douban.com/subject/21098725/,http://www.imdb.com/title/tt2385101,23362,,
中国大陆,24542,和祖先一起唱歌,7.2,2008,李小江,,,中国大陆,72,3773981,https://movie.douban.com/subject/3773981/,,24542,,
台湾,13662,河北台北,8.2,2015,李念修,"纪录片,家庭,战争",88,台湾,55,26574222,https://movie.douban.com/subject/26574222/,http://www.imdb.com/title/tt4842868,13662,,
法国,12125,河边的洗衣妇,8.1,1897,路易斯·卢米埃尔,"纪录片,短片",,法国,87,3612802,https://movie.douban.com/subject/3612802/,http://www.imdb.com/title/tt1188712,12125,,
台湾,8980,河口人,7.4,2006,洪淳修,纪录片,62,台湾,63,2267755,https://movie.douban.com/subject/2267755/,,8980,,
台湾,2937,河流,7.4,1997,蔡明亮,"剧情,爱情,同性",115,台湾,3886,1303456,https://movie.douban.com/subject/1303456/,http://www.imdb.com/title/tt0119263,2937,,
中国大陆,12380,河流和我的父亲,7.5,2010,李珞,剧情,75,中国大陆,188,5342082,https://movie.douban.com/subject/5342082/,http://www.imdb.com/title/tt1900965,12380,,
德国,15233,河流与潮汐,9.2,2001,Thomas Riedelsheimer,纪录片,90,德国 / 芬兰 / 英国 / 加拿大,434,1419362,https://movie.douban.com/subject/1419362/,http://www.imdb.com/title/tt0307385,15233,,
日本,3312,河内山宗俊,7.9,1936,山中贞雄,剧情,82,日本,207,2158253,https://movie.douban.com/subject/2158253/,http://www.imdb.com/title/tt0272690,3312,,
日本,6243,河畔的朔子,7.5,2013,深田晃司,剧情,125,日本,1524,19902983,https://movie.douban.com/subject/19902983/,http://www.imdb.com/title/tt3254548,6243,,
日本,4191,河童之夏,8.7,2007,原惠一,"剧情,动画",138,日本,44164,2982823,https://movie.douban.com/subject/2982823/,http://www.imdb.com/title/tt1179773,4191,,
德国,16698,河豚：一种渴望的味道,7.7,2010,John Wate,纪录片,52,德国,570,10527172,https://movie.douban.com/subject/10527172/,,16698,,
泰国,518,荷尔蒙,7.5,2008,颂裕·素玛戈南,喜剧,126,泰国,34488,3041753,https://movie.douban.com/subject/3041753/,http://www.imdb.com/title/tt1208717,518,,
荷兰,18656,荷兰镜像,8.5,1950,伯特·汉斯特若,"纪录片,短片",10,荷兰,36,5360369,https://movie.douban.com/subject/5360369/,http://www.imdb.com/title/tt0042990,18656,,
美国,8891,核弹,8.5,2015,PBS,纪录片,,美国,50,26587730,https://movie.douban.com/subject/26587730/,http://www.imdb.com/title/tt4840922,8891,,
日本,15986,核能国家,7.2,2012,舩桥淳,纪录片,145,日本,35,10521528,https://movie.douban.com/subject/10521528/,http://www.imdb.com/title/tt2215363,15986,,
