i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,
美国,16188,A,9.2,2011,Lady Gaga,音乐,,美国,386,7001285,https://movie.douban.com/subject/7001285/,http://www.imdb.com/title/tt2106296,16188,,
美国,13693,ABCinema,8,2012,Evan Seitz,短片,,美国,86,10527231,https://movie.douban.com/subject/10527231/,,13693,,
英国,3578,AC/DC:,9.4,1992,David Mallet,"纪录片,音乐",120,英国,139,3425812,https://movie.douban.com/subject/3425812/,http://www.imdb.com/title/tt0337566,3578,,
美国,3828,AC/DC:,9.6,2011,David Mallet,,112,美国,115,6972709,https://movie.douban.com/subject/6972709/,http://www.imdb.com/title/tt1933535,3828,,
意大利,12605,Adam,7,2002,Bruno Bozzetto,"喜剧,科幻,动画,短片",,意大利,152,1871040,https://movie.douban.com/subject/1871040/,http://www.imdb.com/title/tt0456823,12605,,
美国,11296,AFI终身成就奖：向阿尔帕西诺致敬,9.6,2007,Louis J. Horvitz,,,美国,107,4832752,https://movie.douban.com/subject/4832752/,http://www.imdb.com/title/tt1147705,11296,,
英国,10801,Aim,9.6,2010,Michael Matheson,,,英国,97,5913043,https://movie.douban.com/subject/5913043/,,10801,,
日本,20512,AKB48：一毫米外的未来,8.4,2011,寒竹百合,纪录片,45,日本,2291,5948690,https://movie.douban.com/subject/5948690/,http://www.imdb.com/title/tt1828967,20512,,
日本,8060,AKB48心程纪实1：十年后回看今天,8.8,2011,古澤佳寛,纪录片,120,日本,1243,5326542,https://movie.douban.com/subject/5326542/,http://www.imdb.com/title/tt1780821,8060,,
日本,16533,AKB48心程纪实2：受伤过后再追梦,8.8,2012,高桥荣树,纪录片,121,日本,1139,7062608,https://movie.douban.com/subject/7062608/,http://www.imdb.com/title/tt2136879,16533,,
日本,22454,AKB48心程纪实4：背影暗藏的心声,7.7,2014,高桥荣树,纪录片,120,日本,450,25861682,https://movie.douban.com/subject/25861682/,http://www.imdb.com/title/tt3841490,22454,,
日本,21773,AKB48心程纪实5：存在的理由,7.1,2016,石原真,纪录片,158,日本,113,26285179,https://movie.douban.com/subject/26285179/,http://www.imdb.com/title/tt4305968,21773,,
奥地利,24535,Alone.,8.8,1998,Martin Arnold,短片,15,奥地利,29,1774057,https://movie.douban.com/subject/1774057/,http://www.imdb.com/title/tt0157304,24535,,
日本,3213,Amazing,8.4,2006,中山大輔,,37,日本,274,3988520,https://movie.douban.com/subject/3988520/,http://www.imdb.com/title/tt8080126,3213,,
日本,22085,Andy,7,1974,Toshio Matsumoto,短片,,日本,55,2302389,https://movie.douban.com/subject/2302389/,http://www.imdb.com/title/tt1096849,22085,,
加拿大,9602,Aria,7.4,2001,Pjotr Sapegin,"剧情,动画,短片",11,加拿大 / 挪威,112,1966635,https://movie.douban.com/subject/1966635/,http://www.imdb.com/title/tt0302274,9602,,
日本,1598,ASIENCE,7.7,2007,中泽一登,"动画,短片",,日本,9171,3202170,https://movie.douban.com/subject/3202170/,http://www.imdb.com/title/tt1196744,1598,,
美国,6573,Ask,7.5,1919,H.M. 沃克,"喜剧,短片",13,美国,42,1939088,https://movie.douban.com/subject/1939088/,http://www.imdb.com/title/tt0009887,6573,,
比利时,11105,Atraksion,8.3,2001,劳尔·瑟瓦斯,"动画,短片",10,比利时,510,1479209,https://movie.douban.com/subject/1479209/,http://www.imdb.com/title/tt0291736,11105,,
澳洲,4486,AUTOLUMINESCENT:,8.9,2011,Richard Lowenstein,,100,澳洲,62,6738795,https://movie.douban.com/subject/6738795/,,4486,,
美国,22574,Autumn,7.2,1931,Herman G. Weinberg,"爱情,短片",,美国,47,1866959,https://movie.douban.com/subject/1866959/,http://www.imdb.com/title/tt0139868,22574,,
美国,19209,Aziz,7.5,2015,阿兹·安萨里,喜剧,58,美国,74,26342368,https://movie.douban.com/subject/26342368/,http://www.imdb.com/title/tt4530184,19209,,
香港,833,A计划,7.7,1983,成龙,"喜剧,动作",105,香港,54153,1297909,https://movie.douban.com/subject/1297909/,http://www.imdb.com/title/tt0085127,833,,
香港,1524,A计划续集,7.4,1987,成龙,"喜剧,动作,犯罪",106,香港,27182,1299120,https://movie.douban.com/subject/1299120/,http://www.imdb.com/title/tt0092501,1524,,
日本,10563,A子计划,7.3,1986,西島克彦,"喜剧,动作,科幻,动画",84,日本,48,3533519,https://movie.douban.com/subject/3533519/,http://www.imdb.com/title/tt0091794,10563,,
香港,3255,B420,7.6,2005,邓汉强,"剧情,喜剧",85,香港,1203,1433038,https://movie.douban.com/subject/1433038/,http://www.imdb.com/title/tt0482457,3255,,
日本,1619,BABY,8.5,2007,渡边信一郎,"剧情,爱情,短片",14,日本,4644,3284257,https://movie.douban.com/subject/3284257/,,1619,,
美国,23463,Ballad,8.2,1997,Gus Van Sant,短片,4,美国,34,2240588,https://movie.douban.com/subject/2240588/,http://www.imdb.com/title/tt0156320,23463,,
美国,13527,Barista,7.6,2015,Rock Baijnauth,纪录片,103,美国,88,26610203,https://movie.douban.com/subject/26610203/,http://www.imdb.com/title/tt4651932,13527,,
英国,18027,BBC,7.3,2008,Paul Bradshaw,纪录片,59,英国,54,5365448,https://movie.douban.com/subject/5365448/,http://www.imdb.com/title/tt1317978,18027,,
英国,10301,BBC,7.4,2008,Michael Wadding,纪录片,,英国,101,3882571,https://movie.douban.com/subject/3882571/,http://www.imdb.com/title/tt1421929,10301,,
英国,5634,BBC,7.5,2013,Nicola Stockley,"纪录片,历史",50,英国,153,24527038,https://movie.douban.com/subject/24527038/,http://www.imdb.com/title/tt2826628,5634,,
英国,7061,BBC,7.6,2012,Edward Watts,"纪录片,历史,战争",60,英国,392,11610234,https://movie.douban.com/subject/11610234/,http://www.imdb.com/title/tt2393573,7061,,
英国,18220,BBC,7.6,2013,Rob Coldstream,,60,英国,304,24718907,https://movie.douban.com/subject/24718907/,http://www.imdb.com/title/tt2944160,18220,,
英国,9341,BBC,7.7,2009,Annabel Gillings,,,英国,132,3787268,https://movie.douban.com/subject/3787268/,http://www.imdb.com/title/tt1387875,9341,,
英国,4712,BBC,7.8,2013,Graham Strong,,,英国,46,24527107,https://movie.douban.com/subject/24527107/,http://www.imdb.com/title/tt2842506,4712,,
英国,17594,BBC,7.8,2010,Tim Green,,,英国,27,5366678,https://movie.douban.com/subject/5366678/,,17594,,
英国,5096,BBC,8,2012,Tom McCarthy,纪录片,60,英国,49,20451464,https://movie.douban.com/subject/20451464/,,5096,,
英国,13706,BBC,8,2009,Pauline Law,纪录片,,英国,83,5257959,https://movie.douban.com/subject/5257959/,http://www.imdb.com/title/tt1512231,13706,,
英国,4341,BBC,8.3,2012,Toby MacDonald,纪录片,59,英国,166,21323332,https://movie.douban.com/subject/21323332/,http://www.imdb.com/title/tt2386894,4341,,
英国,4714,BBC,8.3,2008,Paul Olding,纪录片,,英国,182,4707931,https://movie.douban.com/subject/4707931/,http://www.imdb.com/title/tt1332825,4714,,
英国,5962,BBC,8.5,2011,Helen Shariatmadari,纪录片,59,英国,167,6968147,https://movie.douban.com/subject/6968147/,http://www.imdb.com/title/tt1916033,5962,,
英国,15559,BBC,8.5,2009,凯文·辛,纪录片,89,英国,251,4145558,https://movie.douban.com/subject/4145558/,http://www.imdb.com/title/tt1601989,15559,,
英国,10536,BBC,8.6,2013,Cesca Eaton,"纪录片,音乐",89,英国,501,24259332,https://movie.douban.com/subject/24259332/,,10536,,
英国,7251,BBC,8.7,2011,Ian Gray,纪录片,60,英国,96,3068571,https://movie.douban.com/subject/3068571/,http://www.imdb.com/title/tt2496528,7251,,
英国,4412,BBC,8.7,2009,BBC,纪录片,60,英国,70,4303603,https://movie.douban.com/subject/4303603/,,4412,,
英国,21086,BBC,8.8,2005,Ursula Macfarlane,纪录片,,英国,55,4230504,https://movie.douban.com/subject/4230504/,http://www.imdb.com/title/tt0944317,21086,,
英国,1282,BBC.平克·弗洛伊德乐队：谁是平克？,9.1,2007,Chris Rodley,纪录片,59,英国,410,4103021,https://movie.douban.com/subject/4103021/,,1282,,
英国,6237,BBC.中国瓷器瑰宝,7.4,2011,Ian Denyer,,60,英国,204,10600873,https://movie.douban.com/subject/10600873/,http://www.imdb.com/title/tt2119564,6237,,
英国,17934,BBC:,8.1,2014,BBC,纪录片,,英国,448,26285186,https://movie.douban.com/subject/26285186/,http://www.imdb.com/title/tt4891326,17934,,
英国,20566,BBC:,8.7,2010,Paul Elston,"纪录片,历史",59,英国,85,5410180,https://movie.douban.com/subject/5410180/,http://www.imdb.com/title/tt1704618,20566,,
英国,6967,BBC:探求自我的世纪,9.3,2002,Adam Curtis,纪录片,,英国,172,1779678,https://movie.douban.com/subject/1779678/,http://www.imdb.com/title/tt0432232,6967,,
英国,10494,BBC地平线:,7.5,2012,Ben Lawrie,纪录片,50,英国,166,11523305,https://movie.douban.com/subject/11523305/,http://www.imdb.com/title/tt2323001,10494,,
英国,11530,BBC地平线：谋杀之谜,7.8,2015,Davina Bristow,纪录片,,英国,34,26341762,https://movie.douban.com/subject/26341762/,,11530,,
英国,12592,BBC地平线：体检真的好吗？,7.4,2015,Serena Davies,纪录片,,英国,65,26591455,https://movie.douban.com/subject/26591455/,http://www.imdb.com/title/tt4953146,12592,,
英国,8428,BBC地平线：我们该关了动物园吗？,7.8,2016,特里斯坦·奎因,,,英国,128,26801066,https://movie.douban.com/subject/26801066/,,8428,,
英国,5058,BBC地平线：陨石真相大揭密,7.8,2013,Oliver Bootle,"纪录片,历史",50,英国,44,24889889,https://movie.douban.com/subject/24889889/,http://www.imdb.com/title/tt2748192,5058,,
英国,6395,BBC地平线系列:,7.8,2011,Oliver Bootle,纪录片,50,英国,124,10562177,https://movie.douban.com/subject/10562177/,http://www.imdb.com/title/tt1960321,6395,,
英国,7344,BBC地平线系列：爱因斯坦的生死方程,8.1,2005,Garfield Kennedy,,,英国,307,2351755,https://movie.douban.com/subject/2351755/,http://www.imdb.com/title/tt0824988,7344,,
英国,20424,BBC伟大的作曲家第二集：贝多芬,8.8,1997,Jill Marshall,,59,英国,238,10560729,https://movie.douban.com/subject/10560729/,http://www.imdb.com/title/tt0592476,20424,,
英国,24156,BBC伟大的作曲家第六集：莫扎特,8.6,1997,Francesca Kemp,,59,英国,182,10560724,https://movie.douban.com/subject/10560724/,http://www.imdb.com/title/tt0592480,24156,,
英国,20449,BBC伟大的作曲家第七集：马勒,8.9,1997,Kriss Rusmanis,"纪录片,传记",59,英国,116,10560731,https://movie.douban.com/subject/10560731/,http://www.imdb.com/title/tt0592479,20449,,
英国,21668,BBC伟大的作曲家第五集：普契尼,8.3,1997,Chris Hunt,,59,英国,93,10560735,https://movie.douban.com/subject/10560735/,http://www.imdb.com/title/tt0592477,21668,,
英国,16149,BBC伟大的作曲家第一集：巴赫,8.7,1997,James Runcie,"纪录片,音乐",59,英国,480,3289793,https://movie.douban.com/subject/3289793/,http://www.imdb.com/title/tt0592478,16149,,
美国,17432,Bedhead,7.2,1991,罗伯特·罗德里格兹,"喜剧,短片,奇幻",8,美国,89,1758662,https://movie.douban.com/subject/1758662/,http://www.imdb.com/title/tt0165634,17432,,
美国,8397,Beef,8.8,2003,Peter Spirer,纪录片,103,美国,45,4270589,https://movie.douban.com/subject/4270589/,http://www.imdb.com/title/tt0361354,8397,,
荷兰,22146,Beyond,8.1,2008,Jos de Putter,纪录片,75,荷兰,322,3292791,https://movie.douban.com/subject/3292791/,http://www.imdb.com/title/tt1520268,22146,,
中国大陆,13818,Bike与旧电钢,8.5,2013,邵攀,纪录片,172,中国大陆,741,25733522,https://movie.douban.com/subject/25733522/,http://www.imdb.com/title/tt3289322,13818,,
美国,14768,Bill's,8.5,2001,Bill Plympton,,,美国,118,2377450,https://movie.douban.com/subject/2377450/,,14768,,
西班牙,19770,Binta,7.9,2004,Javier Fesser,"剧情,短片,家庭",,西班牙,103,1981378,https://movie.douban.com/subject/1981378/,http://www.imdb.com/title/tt0442001,19770,,
巴西,12485,Bjork:,8.5,2004,Ragnheidur Gestadóttir,"纪录片,音乐",,巴西 / 冰岛 / 英国 / 美国,70,2567739,https://movie.douban.com/subject/2567739/,http://www.imdb.com/title/tt0429682,12485,,
英国,252,BJ单身日记,7.5,2001,沙朗·马奎尔,"剧情,喜剧,爱情",97,英国 / 法国 / 美国 / 爱尔兰,129284,1304585,https://movie.douban.com/subject/1304585/,http://www.imdb.com/title/tt0243155,252,,
英国,674,BJ单身日记2：理性边缘,7.2,2004,比班·基德龙,"喜剧,爱情",108,英国 / 法国 / 德国 / 爱尔兰 / 美国,62556,1308819,https://movie.douban.com/subject/1308819/,http://www.imdb.com/title/tt0317198,674,,
英国,9141,Blackadder,9.6,2008,Lindsay Jex,,,英国,42,3302953,https://movie.douban.com/subject/3302953/,http://www.imdb.com/title/tt1294977,9141,,
英国,9017,Blur:,9.7,2009,Giorgio Testi,音乐,,英国,88,11599732,https://movie.douban.com/subject/11599732/,http://www.imdb.com/title/tt1737114,9017,,
英国,8307,Blur小传,8.7,2014,Sky Arts,"纪录片,短片,传记",,英国,225,25958847,https://movie.douban.com/subject/25958847/,,8307,,
美国,6285,Born,8.3,1999,Lech Kowalski,纪录片,90,美国,75,2036853,https://movie.douban.com/subject/2036853/,http://www.imdb.com/title/tt0218057,6285,,
美国,20022,Born,9.2,2003,Judy Kinberg,"纪录片,音乐",55,美国,39,2326293,https://movie.douban.com/subject/2326293/,http://www.imdb.com/title/tt0932787,20022,,
美国,19663,Britney,9,2001,Marty Callner,,,美国,351,1919122,https://movie.douban.com/subject/1919122/,http://www.imdb.com/title/tt0299591,19663,,
美国,3345,Bumping,7.5,1919,Hal Roach,"喜剧,短片",25,美国,57,3011127,https://movie.douban.com/subject/3011127/,http://www.imdb.com/title/tt0009973,3345,,
德国,13825,B级片：西柏林的欲望与声音1979-1989,9,2015,J?rg A. Hoppe,"纪录片,音乐",92,德国,116,26284536,https://movie.douban.com/subject/26284536/,http://www.imdb.com/title/tt4291066,13825,,
阿根廷,10184,B计划,7.3,2009,马可·伯格,"剧情,爱情,同性",103,阿根廷,1752,4723039,https://movie.douban.com/subject/4723039/,http://www.imdb.com/title/tt1408972,10184,,
美国,15783,C·罗纳尔多：世界在他脚下,7.5,2014,Tara Pirnia,"纪录片,运动",,美国,192,25914764,https://movie.douban.com/subject/25914764/,http://www.imdb.com/title/tt3800894,15783,,
日本,6852,café,7,2015,萩原健太郎,,20,日本,117,26635325,https://movie.douban.com/subject/26635325/,,6852,,
日本,21271,CANAAN,8.4,2009,安藤真裕,"剧情,动画",,日本,440,4195686,https://movie.douban.com/subject/4195686/,,21271,,
法国,19587,Carn,7.6,2015,Jeffig Le Bars,"动画,短片",,法国,69,26438949,https://movie.douban.com/subject/26438949/,http://www.imdb.com/title/tt3641146,19587,,
美国,16638,Castro,7.8,1966,布鲁斯·百利,短片,10,美国,27,1907326,https://movie.douban.com/subject/1907326/,http://www.imdb.com/title/tt0060220,16638,,
美国,19929,Chicken,7.5,2016,Nicole Lucas Haimes,"喜剧,纪录片,家庭",83,美国,46,26669516,https://movie.douban.com/subject/26669516/,http://www.imdb.com/title/tt4819510,19929,,
US,10220,Chris,8.3,1996,Keith Truesdell,,,US,148,2173049,https://movie.douban.com/subject/2173049/,http://www.imdb.com/title/tt0200529,10220,,
美国,14946,Chris,8.8,2008,Marty Callner,"喜剧,舞台艺术",79,美国,322,3206157,https://movie.douban.com/subject/3206157/,http://www.imdb.com/title/tt1213574,14946,,
USA,21109,Christina,9.2,2000,Lawrence Jordan,,,USA,134,2044101,https://movie.douban.com/subject/2044101/,http://www.imdb.com/title/tt0270277,21109,,
德国,17493,Christina,9.4,2008,Hamish Hamilton,"剧情,惊悚,音乐,歌舞,奇幻",,德国 / 英国,234,3060405,https://movie.douban.com/subject/3060405/,http://www.imdb.com/title/tt1183135,17493,,
美国,9274,Christina,9.4,2004,Bill Crooks,音乐,,美国,274,2044099,https://movie.douban.com/subject/2044099/,http://www.imdb.com/title/tt0443313,9274,,
美国,3767,Cinematographer,7.8,2006,Jon Fauer,纪录片,86,美国,24,2074421,https://movie.douban.com/subject/2074421/,http://www.imdb.com/title/tt0847474,3767,,
英国,8018,Classic,9.1,2006,Matthew Longfellow,"纪录片,音乐",,英国,97,1906385,https://movie.douban.com/subject/1906385/,http://www.imdb.com/title/tt0833880,8018,,
日本,20131,Cocco的无止尽之旅,7.5,2008,是枝裕和,"纪录片,音乐",107,日本,403,3211349,https://movie.douban.com/subject/3211349/,http://www.imdb.com/title/tt1287896,20131,,
英国,11689,Coldplay,9.7,2014,Paul Dugdale,"音乐,舞台艺术",49,英国,126,25892102,https://movie.douban.com/subject/25892102/,http://www.imdb.com/title/tt3686972,11689,,
美国,2326,Coldplay:,9.4,2003,Russell Thomas,"纪录片,音乐",130,美国,544,1896962,https://movie.douban.com/subject/1896962/,http://www.imdb.com/title/tt0391872,2326,,
英国,7634,Coldplay:,9.6,2005,Liz Patrick,音乐,,英国,621,11606439,https://movie.douban.com/subject/11606439/,http://www.imdb.com/title/tt0468462,7634,,
英国,13626,Comedy,9.8,2008,Ellen-Raissa Jackson,纪录片,40,英国,66,3541903,https://movie.douban.com/subject/3541903/,http://www.imdb.com/title/tt1269632,13626,,
UK,23379,Comic,8.7,1999,John Henderson,,,UK,185,2245963,https://movie.douban.com/subject/2245963/,http://www.imdb.com/title/tt0212887,23379,,
美国,2189,Corporate,8.8,2004,Lance Bangs,音乐,,美国,95,1928600,https://movie.douban.com/subject/1928600/,http://www.imdb.com/title/tt0433946,2189,,
英国,18166,Cowboys:,7.2,1991,菲尔·马洛伊,"喜剧,动画,短片,西部",,英国,339,1920076,https://movie.douban.com/subject/1920076/,http://www.imdb.com/title/tt0359110,18166,,
日本,11073,CPU辣妹,7,1997,日高政光,"喜剧,动作,动画",90,日本,52,5221099,https://movie.douban.com/subject/5221099/,http://www.imdb.com/title/tt0444994,11073,,
美国,24665,Crazy,7.1,2012,大卫·林奇,"剧情,短片,音乐",7,美国,72,10760129,https://movie.douban.com/subject/10760129/,http://www.imdb.com/title/tt2390235,24665,,
美国,10075,Crazy,7.2,1998,Tatia Rosenthal,"动画,短片",,美国,140,2127482,https://movie.douban.com/subject/2127482/,http://www.imdb.com/title/tt0459086,10075,,
英国,4855,CREATION唱片:,8.8,2010,Danny O'Connor,纪录片,,英国,285,6097350,https://movie.douban.com/subject/6097350/,http://www.imdb.com/title/tt1764726,4855,,
美国,12965,Crossroads,9.4,2010,Martyn Atkins,音乐,,美国,87,5394576,https://movie.douban.com/subject/5394576/,http://www.imdb.com/title/tt1699119,12965,,
英国,24350,Cyriak's,7.7,2006,Cyriak,动画,,英国,81,6989737,https://movie.douban.com/subject/6989737/,,24350,,
